role_name;idPer;idObra;idPapel;
;10107;2979;21536;
;10107;3246;23511;
Martin;10107;3312;23973;
Antistio;10107;3554;25566;
Especulador;10107;3705;26562;
;10107;4367;30136;
Comisario Jefe;10107;4458;30638;
Ramiro;10107;4804;32140;
;10107;4823;32340;
Gerardo;10107;5435;36042;
;10107;5484;36219;
;10107;5628;36804;
Carrie;10108;2666;19022;
;10109;3882;53581;
Sor Recadista;10110;979;43130;
;10111;476;6186;
Meli;10113;1927;38693;
;10115;3202;23296;
Townsperson;10117;3303;23927;
;10118;5399;58026;
;10119;4903;56369;
;10121;3262;23632;
Berta #2;10123;3602;39244;
;10123;3088;50693;
;10124;3010;21846;
;10125;2749;19498;
Bodyguard #2;10127;2298;16923;
;10127;3882;27737;
;10130;596;6952;
;10130;1881;15000;
Ramón;10130;2836;20246;
Guarda Jurado;10131;196;4615;
Serafín;10131;840;8252;
Dani;10131;2313;17056;
Adminsitrador;10133;808;8059;
Guitar Player;10134;5048;33543;
Young Lydia;10135;5128;57121;
;10136;5059;33630;
;10138;3609;52576;
Herself - Hostess;10140;2974;39050;
Herself;10140;4481;39959;
Locutora;10140;5028;56838;
Prostitute;10141;2772;49190;
María;10141;5656;58660;
;10142;3802;53319;
Miliciana #2;10143;3471;52143;
Pelusa;10144;711;42775;
Javier;10145;1459;11877;
Niño;10147;1450;11797;
Blanca;10148;1856;46391;
;10148;4030;54046;
Pilar;10149;4024;54034;
Adriana Lamurta;10151;669;42164;
Ella;10151;603;42221;
Helen Preston;10151;721;42299;
Alex wife;10151;2166;47351;
Lea;10151;4662;55708;
Manuel;10153;341;5392;
Hermano de Frasquita;10153;1394;13697;
;10153;4466;30693;
Ulrrica;10154;2756;49131;
Gilbert;10156;2757;19559;
Profesora ciencias;10158;2837;49491;
Orquesta cubana;10159;4232;29506;
Begoña;10162;3803;53330;
Víctor;10163;5289;35250;
Mecanógrafa alcalde;10172;4756;56765;
Secretaria Otaolea;10172;5190;57341;
Rene Kler;10173;1143;9907;
Dr. Globule;10175;1361;1072;
Il conte;10176;3757;27038;
;10177;4529;3313;
Skave;10181;5030;33502;
Aposentador;10184;2704;19202;
;10186;2317;17076;
Martyn Wyatt;10187;2540;18408;
Carl;10187;4964;32958;
Tattie;10188;4014;28340;
Tina;10189;225;40713;
Marianna;10189;5044;56902;
Laura Riera;10189;5108;57063;
MacMurdo;10190;1921;15455;
Hombre pequeño 2.;10190;2600;18673;
;10190;4027;28579;
Padre Bueno;10191;2408;17556;
Maqroll;10191;2618;18848;
Gate Prison Officer;10193;135;4386;
Avavar Dancer;10194;693;42238;
;10195;1570;45275;
;10196;1144;9884;
Doctor;10196;3124;22721;
;10197;1732;13929;
;10200;2586;48608;
Soldier Manuel, Lusitanian warriror, Don Joãos cousin;10201;4121;4137;
Him;10201;2661;18997;
Santiago Beltall;10201;2875;20555;
;10201;2962;21466;
;10203;2489;18082;
;10204;4528;30877;
Merchant;10204;5125;33926;
;10206;597;6964;
Elena;10207;3316;51423;
Herself;10208;3668;49328;
Bives;10209;881;8536;
Joe;10210;135;4387;
Maestra 4;10211;2323;47886;
;10220;5648;36914;
;10224;1807;46168;
Caroline;10226;4504;55385;
Yasmin, la esposa del rey;10227;2088;47169;
Gran dama;10228;2704;48931;
Martín;10229;2408;17557;
Chica Freakxenet;10230;3988;53854;
Sánchez;10231;3287;2042;
;10232;19;58791;
The Princess;10233;1160;43805;
Laura;10233;1718;45845;
Roxana;10233;2117;47258;
Laura;10233;2739;49074;
Pilar;10233;28;58818;
André;10235;3231;23450;
;10237;2104;47227;
;10237;4089;54237;
Abbott Reeves;10239;1961;15507;
;10240;1821;14554;
Il professore;10240;2211;16522;
Jim and Marys father;10240;2614;18764;
Moreno;10240;4228;29455;
;10241;1081;43429;
Rey Luis XIII;10242;1827;1247;
;10242;3935;27941;
;10242;4948;32873;
;10242;5064;33666;
Andrés;10242;5108;33839;
Constructores;10243;1117;9677;
;10244;819;8166;
Quentin;10247;5495;36233;
Tourneveaux;10248;3027;22023;
;10248;3417;24855;
;10249;3766;2368;
Gala;10250;1143;43734;
Killer;10252;2247;16700;
;10253;278;5078;
;10254;5669;58710;
Taxista;10255;4232;29507;
;10256;3405;51879;
;10257;5631;36840;
Abuelo;10258;1113;9630;
;10259;5669;37113;
Guarda;10260;1225;10319;
Admirer;10261;3447;52096;
;10263;209;4654;
;10263;980;8987;
;10264;5071;33698;
Sister Ursula;10265;5136;57155;
;10267;915;42993;
Man on Tapes;10269;5143;34096;
Lt. Pickersgill;10271;773;694;
Additional Voices;10273;5133;3782;
Aristocrat #1;10274;2617;18819;
;10275;3192;51054;
T.C. Valentine;10276;4622;31268;
Robert Brézé;10277;94;4301;
Roberto;10277;305;5224;
Waiter;10278;5128;33943;
Himself - Guest;10279;5051;3608;
Mrs. Karch;10280;1153;40221;
Mrs. Karch;10280;1226;40228;
Mrs. Karch - pharmacist;10280;1278;40234;
Mrs. Karch;10280;1280;40246;
Mrs. Karch -;10280;1283;40257;
Mrs. Church;10280;4350;54915;
Mrs. Karch;10280;4350;54916;
Le petit garçon;10281;3408;24727;
Pilot;10282;2649;18956;
Auguste;10284;3409;24749;
Petit-Duc;10284;3420;24887;
Herself;10285;568;38008;
Sgt. Nolan;10288;1050;43339;
Lady Rebecca Rosenbaum;10290;3669;19934;
Le préfet;10290;2872;20455;
Marcello;10290;2874;20505;
;10292;1451;44779;
Policeman;10293;133;4336;
;10297;2589;18599;
Ernesto Piromalli;10297;3412;24811;
;10298;606;7013;
;10298;2964;21416;
Voz;10298;4748;31803;
;10298;5157;34203;
;10299;3075;22414;
Marcus;10299;5146;34143;
Rosy Labouche;10300;4459;55240;
Child;10302;122;58944;
Compañera Paula 1;10304;252;40788;
Redactora;10304;1504;44953;
Celadora prisión;10304;1522;45026;
Puta de Bartolomé;10304;3037;50369;
Margarita;10304;4300;54720;
;10304;4368;54971;
;10304;5029;56860;
Manuela;10304;5175;57310;
Pilar;10304;5664;58690;
Patricia;10305;703;38077;
;10305;251;40780;
Herself - Hostess;10306;2324;38810;
Yes;10306;3598;52550;
Doble Virginia;10306;5226;57480;
;10307;1820;14527;
Voice of Fonte Nova;10309;556;6609;
Fidencio;10310;4775;31975;
Police;10311;2401;17527;
Secretary;10312;4616;55582;
;10313;2919;49841;
;10313;4076;54189;
Paula;10314;252;40789;
Ayudante del juez;10314;378;41311;
Sara;10314;962;43700;
Tina;10314;1504;44954;
Marcela;10314;1784;46046;
Joy;10314;3282;51301;
Friend;10314;3542;52336;
;10314;3594;52531;
;10314;3687;52904;
Lidia;10314;5358;57862;
;10314;5395;58011;
;10314;5627;58513;
Víctor;10315;5226;34806;
Osaska;10317;4304;29827;
Présentatrice;10319;2872;49603;
Xenia;10320;646;42109;
Madame Haton, the old neighbor;10322;518;41695;
Esposa en juicio;10326;1116;43575;
;10326;3532;49302;
;10326;2878;49662;
;10326;2899;49765;
Vecina;10326;2937;49944;
;10326;3102;50736;
;10326;3131;50837;
;10326;3275;51284;
;10326;3470;52125;
Criada expulsada;10326;3577;52477;
Leila Michelson;10326;3543;52748;
;10326;3713;52990;
;10326;4755;55940;
;10326;4853;56234;
;10326;5339;57807;
Sor Matilde;10326;5514;58253;
Secretary;10328;5137;57164;
;10330;4398;30380;
;10331;4573;55557;
Critico de Cine;10336;5129;33986;
Olympe;10337;5142;57180;
Le policier qui accompagne Suzana;10338;5208;34565;
Prefecta;10343;4345;54887;
Niña 4;10344;2793;50491;
Mujer perrera;10346;239;40759;
Cocinera bar puerto;10346;4756;56766;
;10347;2059;38741;
Claudia;10347;64;40447;
Susana;10347;551;41767;
Amanda;10347;1567;45253;
;10347;1969;46782;
Lola;10347;2020;46951;
Elisa;10347;3778;53245;
Cristina;10347;3850;53472;
Niña;10347;5380;57958;
;10349;3604;2275;
;10349;5529;3956;
Conde Polaco;10349;1312;10691;
Juez primero;10349;1521;12367;
;10349;2371;17378;
Paco Luque;10349;5292;35148;
;10351;3333;24147;
;10352;4774;771;
;10352;3072;1649;
Jorge Méndez;10352;848;8344;
Hombre 2 cabaña;10352;1744;13985;
;10352;2878;20646;
Isidoro;10352;2911;20923;
;10352;3216;23355;
Bonifacio Sánchez;10352;4063;28770;
;10352;5213;34584;
El Chuzo;10352;5257;34979;
Rehén;10353;476;6187;
;10353;1079;9441;
Marcelino;10353;1522;12384;
;10353;2384;17472;
Camarero;10353;3875;27674;
Nennella, la figlia di Don Peppe;10356;3526;39027;
Baby;10357;2874;49627;
;10358;2879;20729;
Mme Ginetti;10361;3442;39150;
La mère de Nicole;10363;4441;55192;
Professor Poopsnaggle;10365;4529;3314;
;10366;736;368;
Profesor música;10367;2837;20259;
;10369;646;7200;
;10370;3660;26266;
Marina;10374;3344;51571;
Director teatral;10375;4070;28840;
King;10376;1157;938;
Martin;10376;3006;21831;
Ño Pernalete;10377;1336;10976;
Antonio;10377;1947;15312;
Aníbal;10377;5017;33206;
Lab jeune fille;10378;5014;56700;
Turista alemán;10379;3961;28049;
Henri;10380;5014;33178;
Condesa;10381;1990;46887;
Demin;10382;5071;33699;
Captain Mendez;10384;73;4219;
Shilo;10385;4622;31269;
Xavier-Marie de Roailles;10386;3442;2107;
Santos;10386;1113;9631;
;10387;2085;47153;
;10388;2745;19466;
Fabienne;10389;2322;47882;
Morton;10390;1656;13374;
Herself;10391;3668;49329;
;10392;81;4268;
The It Twins;10393;4851;32376;
Paola;10394;1269;44046;
Chico;10396;1148;9960;
Raquel;10398;1480;44883;
;10398;2988;50146;
Repartidora de cartones en Bingo;10398;3550;52363;
;10400;3203;3494;
;10400;218;4698;
Conducteur;10400;858;8354;
;10400;3276;23755;
;10400;3958;28009;
Fiscal;10400;4632;31310;
;10402;1474;44867;
Barbara;10402;2085;47154;
;10403;970;43113;
Dead Pile;10404;2954;21361;
Militar 1º base;10405;2520;18284;
;10405;4041;28655;
Luigi;10405;4090;28953;
;10407;4579;3339;
;10409;359;41230;
;10409;963;43068;
;10409;2144;47286;
Mujer Matrimonio Centro Comercial;10409;2430;48132;
;10409;3017;50280;
;10409;3811;53364;
Man in the pub;10411;2400;17518;
;10413;1351;44267;
Himself;10414;2299;16955;
;10415;3660;26267;
2e C.R.S;10416;5208;34566;
Julián;10417;2497;18560;
;10417;3135;22819;
2nd Lady Guest;10418;3124;50800;
Javier;10419;5318;35302;
Himself;10420;5218;34643;
Himself - Host;10423;154;36;
Don Armando;10423;139;67;
;10423;205;99;
Himself;10423;2138;1399;
Host;10423;2260;1431;
Himself;10423;2417;1624;
;10423;4016;2935;
Himself - TVG Host;10423;4209;3094;
Himself;10423;4718;3432;
The Police Spokesman;10423;504;6353;
Barman del Continental;10423;1016;9097;
El carpintero, Lázaro;10423;3809;27298;
;10423;4234;29531;
Leoncio;10423;4910;33376;
Himself;10424;833;8221;
Vanessa;10425;2067;47128;
;10427;1468;11948;
;10427;2824;20138;
Enviado legado;10427;3554;25567;
Paco;10427;3863;27575;
;10427;3964;28091;
;10427;4256;29604;
;10427;5372;35701;
Dani;10428;640;7171;
Tete;10428;3224;23407;
Teo;10428;5635;36853;
;10429;1209;10192;
;10430;2957;21389;
Amigo;10431;1556;12574;
Himself;10432;5218;34641;
Lamparilla;10433;1384;11821;
;10434;573;6723;
;10434;2089;37703;
Pilar;10435;5461;58192;
David;10436;3059;22246;
Shipwrecked Man;10443;693;7488;
Tonto, el burro;10444;3636;2284;
Voz Locutor Radio;10444;252;4885;
Athanasius;10444;3006;21832;
;10444;3491;25221;
Tonto;10444;3534;25374;
Policía sensible;10444;3988;28254;
;10444;11;37204;
Locutor Radio;10445;252;4886;
Jugador de cartas;10445;583;6827;
;10445;4677;31506;
Nightclub Owner;10445;5128;33944;
;10445;11;37205;
;10446;3142;22854;
;10446;5464;36177;
Moe - New Movie;10447;403;5843;
;10448;4835;32260;
Violador;10449;517;6426;
Dancer at Salón Los Ángeles;10449;1150;9982;
Violador;10449;5403;35906;
Violador;10449;5507;36282;
;10450;3149;22918;
Representante asociación vecinos;10451;2876;20584;
Sra. Molina;10452;1372;11136;
Himself;10453;5218;34642;
Reporter;10456;789;42508;
;10457;2550;39176;
;10457;4881;39197;
;10457;1963;39832;
;10457;3470;52126;
;10457;5334;57778;
;10458;153;40;
Ex-student;10458;4047;28680;
;10459;3396;24611;
Concierge;10461;5128;33945;
Himself;10462;758;7780;
;10463;214;4667;
Mir;10463;481;6264;
;10463;1204;10171;
General Cabanelles;10463;1362;11056;
Presidente Tribunal;10463;1482;12016;
;10463;4663;31442;
;10464;1943;46637;
;10465;2912;20937;
;10466;2253;47618;
Himself;10467;519;37990;
Pilar;10468;75;40471;
Un caméraman TV12;10469;2872;20456;
;10473;4873;56306;
Voz Mujer 5;10474;252;40790;
Toxi Hippy 1;10474;2064;47058;
;10474;4602;55544;
Dario;10475;2611;3186;
Laura;10477;3824;53416;
Benjamin Ballon, the director;10478;5220;34791;
Secrétaire patron;10479;2771;49177;
;10482;2035;38721;
Acordeonista;10483;789;42509;
Trabajadora de Wondernapking;10483;789;42510;
Johnny;10485;2997;21659;
Billibud;10485;5660;37021;
;10488;1219;11159;
André Dussollier;10490;518;6431;
Marcel;10490;3231;23451;
Valentin le désossé;10491;3400;24641;
Carmen;10494;1972;46800;
Une miss;10495;588;41941;
;10495;3900;53649;
Doncella;10496;2727;49026;
Un candidat recalé;10497;3409;24750;
Commissaire Turielle;10497;5337;35769;
;10499;897;42976;
;10499;2950;50006;
;10499;19;58792;
;10500;417;37962;
Herself;10500;3521;39211;
Paz;10500;3064;50553;
Carola;10500;3550;52364;
Loreto;10500;4510;55392;
;10500;5266;57592;
Maria Aliaga;10500;5523;58275;
Maria Aliaga;10500;5524;58280;
Maria Aliaga;10500;5525;58287;
;10503;104;37441;
Rognon - un membre du Redressement National;10504;4441;30560;
1st Woman Patron;10509;2612;38942;
;10510;5410;35929;
Mária;10511;4901;56793;
;10512;5071;33700;
Doble Azucena;10516;2055;47018;
;10517;2694;48893;
;10519;5217;34595;
;10522;2413;17658;
Pavel Matveyevich;10522;2694;19127;
Max Richard;10522;5071;33701;
Mike Sheldon;10527;2452;17910;
Scott;10527;3732;26718;
;10527;4815;32177;
;10527;5480;36202;
;10529;1931;15156;
;10531;1219;11160;
Top model;10533;965;43707;
Julio César;10534;631;308;
Sobrino Miguel;10534;1848;1266;
;10536;2949;21285;
;10537;2061;15841;
Aurelio;10537;4537;30937;
Umanzor;10537;4760;31886;
;10538;5020;33256;
Anciana Avavar;10539;693;42239;
Nana;10539;1629;45529;
Romeos Grandmother;10539;4378;54997;
La Profesora;10539;4775;56001;
;10540;192;4591;
;10540;240;4803;
Jaimito;10540;548;6549;
;10540;807;8051;
Miguelín;10540;1312;10692;
Luis Renedo;10540;1482;12019;
Juancho;10540;1953;15388;
Sargento Arensivia;10540;2520;18285;
;10540;2658;18989;
Ángel;10540;2943;21209;
Telmo;10540;2973;21495;
Trabajador de TV;10540;3089;22515;
Juan;10540;3090;22535;
Víctor Marquina;10540;3544;25429;
Francisco Franco;10540;3682;26382;
Carlos;10540;3839;27483;
Sebastián;10540;3875;27675;
Jesús;10540;3934;27931;
Esteban;10540;4077;28875;
El Maño;10540;4232;29508;
Ramon Serrano;10540;4616;31231;
Pepe;10540;4869;32474;
Gustavo;10540;5017;33207;
Fray Clemente;10540;5020;33257;
Pepe;10540;5020;33258;
Matías;10540;5153;34171;
Daniel;10540;5386;35830;
Balanza;10540;5537;36403;
Antonio;10540;5655;36970;
Lupita;10542;3934;53705;
;10544;876;8501;
Mr. Larrinaga;10546;724;7643;
;10546;2823;20126;
Fallas;10546;3726;26666;
;10548;674;42173;
Himself;10549;5598;4019;
;10549;3823;27379;
;10550;4918;56426;
Rena;10550;5247;57565;
Rector de Universidad;10551;4093;28973;
El asesino;10552;1563;12783;
;10554;3324;51465;
;10555;3010;21847;
Carlista 1;10557;5457;36146;
Manolo;10560;3821;27357;
Gervesia Sandoval;10561;1336;44295;
Marco - le tendre compagnon de Marie;10565;278;5095;
Lucien;10565;3308;19715;
Negro;10566;5395;35864;
Matt;10567;2772;19648;
Steve;10571;1050;9308;
Turley;10571;5602;36675;
A:;10572;1404;44424;
;10573;5242;34899;
;10574;4939;32834;
Obstetrician;10575;234;4934;
Zagalote;10575;5104;33810;
Nacho;10576;1;37406;
Loca;10577;2997;21660;
;10578;2878;20647;
Dr. Lewis;10579;1050;43340;
Raúl;10580;2991;21628;
;10581;1440;44656;
Vicente;10583;236;4781;
Cpl. Barroca;10583;556;6610;
Vasco;10583;1972;15554;
Rapist;10583;3404;24667;
Morgue Policeman;10583;4158;29203;
;10584;940;8695;
;10588;2543;18423;
Himself;10590;5499;36249;
;10591;1167;10078;
Himself;10592;5499;36250;
;10593;5162;34266;
Luis Maria Hernando de Cabral;10595;4872;32498;
Captain Viana;10596;4740;31744;
;10598;5301;40297;
;10598;1103;43498;
Corista;10598;2793;50492;
;10598;3158;50939;
;10598;4918;56427;
Herself;10599;568;38009;
;10600;277;40920;
Pat;10601;1157;939;
Pot;10601;3009;1908;
Maese Sonoro;10601;3570;2247;
Rigodón;10601;5611;4028;
Isidro Nonell;10602;1664;1203;
;10602;4237;3102;
Policía;10602;216;4682;
Inspector de policía;10602;808;8061;
Doctor;10602;1113;9632;
Mozo;10602;1420;11472;
;10602;1497;12168;
;10602;2948;21251;
Pintor 1º;10602;4700;31580;
Himself - Host;10603;4251;3143;
;10604;320;5293;
Impresentable #3;10605;5293;35172;
;10606;5010;33411;
;10610;3157;50928;
;10611;812;8092;
;10611;2366;17315;
Candido;10611;2440;17804;
Padre Manuel;10611;3427;24931;
Clemente;10611;3698;26475;
Don Joaquin;10611;3726;26667;
Decano Universidad;10611;4740;31745;
Tomasas mother;10612;1581;45302;
Juanita Norton;10612;4530;55373;
Muertp;10613;3763;27057;
Alto;10616;4775;31976;
Inspecteur Police;10618;3523;25312;
;10623;3525;25330;
Mamma Greta;10624;559;42219;
;10624;1155;43795;
Deborah;10625;3755;53187;
Keith;10626;4773;31963;
Amic Said #2;10627;5019;33233;
;10628;341;5393;
Ahmed;10629;2771;19622;
Himself;10630;34;4090;
Rebolledo;10630;4353;30056;
Himself - Host;10631;1779;1235;
Himself - Host;10631;2185;1409;
Himself - Host;10631;3094;1930;
Himself - Host;10631;4877;3514;
Niko;10631;606;7014;
Miguel Ángel;10631;965;9842;
;10631;1255;10496;
Nuevo Cavan;10631;1540;12664;
Ricardo Almonte;10631;1670;13435;
Caricaturist;10631;2000;15692;
Alberto;10631;2093;15963;
Gumersindo;10631;2675;19061;
Trovador;10631;3037;22085;
;10631;3162;23041;
Federico;10631;3251;23560;
Presentador Concurso;10631;3618;25922;
Paco;10631;3658;26247;
Bruno;10631;3988;28255;
Pedro;10631;4077;28876;
Pablo;10631;4203;29297;
Médico;10631;4318;31061;
;10631;4598;31147;
Policía;10631;4792;33340;
Max;10631;5092;33764;
Comisario;10631;5219;34758;
Iñaki Urquijo;10631;5293;35173;
;10631;2079;37695;
Macarra;10631;4219;37768;
Cuerpo de Baile;10632;638;7163;
Louvrier arabe;10634;4448;30607;
;10635;2819;20091;
;10636;3891;27798;
Himself;10637;2984;21573;
Merlín;10637;5323;35354;
Rachid;10638;3309;19719;
Ahmet;10638;4747;32011;
Hassan;10638;5019;33234;
;10639;2226;16600;
;10641;4554;30990;
Mohamed;10642;2016;15729;
Moncef;10643;3335;24170;
Himself;10644;5218;34644;
Alain;10645;4404;30425;
;10646;2247;16701;
;10647;600;293;
;10647;4268;3329;
;10647;167;4497;
José Óscar Manitas Tellería;10647;222;4714;
Rafael;10647;234;4935;
Juantxo;10647;279;5106;
Neighbour;10647;317;5282;
Sergio;10647;607;7032;
Himself;10647;964;8825;
José Óscar Manitas Tellería;10647;964;8826;
Roberto Mesa;10647;1041;9271;
Rafa;10647;1270;11189;
Eduardo;10647;1531;12450;
Nruno;10647;2034;15773;
Lucias Father;10647;2064;15853;
Policía;10647;2760;19580;
Antón;10647;2806;20010;
;10647;3004;21794;
Ismael Lopez de Matauko;10647;3022;21999;
Inspector;10647;3129;22752;
Massera;10647;3633;26048;
José;10647;4137;29085;
Paciente 1;10647;4318;31062;
Tomás;10647;4687;31529;
Juancar;10647;4754;31840;
;10647;4780;31996;
Gianni;10647;5058;33619;
Patricio;10647;5164;34244;
El Gitano;10647;5335;35422;
Ilegorri;10647;5457;36147;
Lucas;10647;5457;36148;
;10649;631;309;
Juanvi;10649;47;2481;
Juanvi;10649;54;2511;
Juanvi;10649;57;2524;
Juanvi;10649;58;2528;
Juanvi;10649;59;2532;
Juanvi;10649;60;2536;
Juanvi;10649;61;2540;
Juanvi;10649;649;2564;
Juanvi;10649;1045;2600;
Juanvi;10649;1070;2611;
Juanvi;10649;1633;2631;
Juanvi;10649;1814;2644;
Juanvi;10649;2224;2654;
Juanvi;10649;2532;2678;
Juanvi;10649;2799;2686;
Juanvi;10649;3606;2737;
Juanvi;10649;4299;2754;
Juanvi;10649;4640;2772;
Juanvi;10649;4892;2781;
Juanvi;10649;5378;2812;
Juanvi;10649;5633;2832;
Juanvi;10649;14;2837;
Juanvi;10649;24;2845;
Amigo de Goya;10649;2414;17679;
Marinero;10649;3921;27903;
Toni;10649;4267;29628;
;10651;5291;35255;
;10652;4774;38432;
;10652;2550;39177;
Carmen;10652;267;40864;
;10652;511;41665;
;10652;573;41819;
Catalina;10652;772;42462;
;10652;1084;43467;
Amalia;10652;1217;43928;
Silvia;10652;1348;44248;
Abesse;10652;1832;46271;
Irene;10652;1990;46888;
;10652;2061;47039;
Ros;10652;3467;49262;
Mercè;10652;3532;49303;
Betty;10652;2943;49965;
;10652;3097;50720;
Lola;10652;3260;51239;
;10652;3446;52086;
Carola;10652;3618;52612;
Silvia;10652;3742;53113;
Maite;10652;3847;53463;
Julia;10652;4090;54253;
Maricucha;10652;4093;54262;
Alicia;10652;4401;55080;
Professora;10652;4467;55273;
Julia;10652;4557;55466;
María;10652;4972;56604;
Palmira;10652;5524;58281;
Palmira;10652;5525;58288;
Librera;10652;5544;58464;
;10653;2616;18783;
;10653;3478;19823;
Interrogator;10654;1365;1092;
Verdin;10654;1365;1093;
;10655;1681;13484;
;10656;33;4095;
Enterrado nº1;10656;996;9045;
Herself;10657;2404;38871;
Lolita;10657;730;42357;
Elena;10657;3046;50400;
Chica embarazada;10657;3863;53486;
Chica detenida en barco;10657;5339;57808;
Barquero;10660;4047;28681;
Testigo;10662;1308;10667;
;10664;3202;51090;
;10665;785;7917;
;10667;2392;17477;
2nd Guerilla;10672;4215;29355;
;10673;3379;24487;
Agustín;10674;2402;1564;
Rey;10674;274;5037;
Acomodador;10675;3763;27058;
Waiter;10678;2597;18635;
Himself - Host;10680;5124;3771;
Thomas Wilkins;10681;5003;33132;
2nd Receptionist;10684;4014;53901;
;10685;5266;35015;
;10687;4529;39998;
;10689;1371;38608;
Veterinaria;10689;1754;45936;
;10690;1979;15575;
;10691;5395;35865;
President Vaqueras;10692;338;149;
Jorge;10692;688;434;
Jorge;10692;689;448;
Jorge;10692;602;454;
Jorge;10692;977;479;
Jorge;10692;1613;504;
Jorge;10692;1849;511;
Jorge;10692;2031;527;
Jorge;10692;3272;560;
Jorge;10692;3721;584;
Jorge;10692;3760;592;
Jorge;10692;4085;598;
Jorge;10692;4067;605;
Jorge;10692;4282;618;
Jorge;10692;4406;634;
Jorge;10692;4502;640;
Jorge;10692;4669;646;
Jorge;10692;5388;678;
Lord Johnny Sandwich;10692;773;695;
;10692;54;2512;
;10692;167;4498;
Miguel;10692;206;4648;
Fortuny;10692;972;8887;
Pedro Liniers;10692;1630;13222;
Arturo;10692;1661;13395;
;10692;2046;15796;
Diego;10692;2264;16780;
;10692;2487;18056;
Fernando;10692;2536;18384;
;10692;2758;19571;
Josep;10692;2878;20648;
Louis of Navarre;10692;2892;20773;
Ion;10692;2949;21286;
Iñaki;10692;3060;22255;
Salvador Vilella;10692;3109;22643;
Gonzalo;10692;3427;24932;
Manuel;10692;3610;25865;
Jaime;10692;3762;27076;
Padre Ignacio;10692;4394;30319;
Announcer;10692;4622;31270;
Peter;10692;5057;33603;
Castro;10692;5113;33882;
;10692;5213;34585;
Jaume Canals;10692;5523;36358;
Jaume Canals;10692;5524;36367;
Jaume Canals;10692;5525;36379;
Elena;10693;147;40543;
Paula;10693;161;40580;
;10693;867;42869;
;10693;1078;43417;
;10693;1090;43479;
;10693;1528;45059;
Mircaya;10693;1828;46229;
Marita;10693;1919;46727;
Monja;10693;2234;47515;
;10693;2513;48414;
;10693;2707;48953;
Infanta doña Juana de Castilla;10693;2727;49027;
;10693;2802;49372;
;10693;2885;49706;
Rosa;10693;3064;50554;
Marta;10693;3081;50665;
Sole;10693;3870;53511;
;10693;4245;54577;
Marta;10693;4829;56124;
;10693;4972;56605;
Verónica Gala;10693;5026;56827;
;10695;297;5208;
Fredy;10695;2319;17096;
Historiador;10697;1611;184;
;10698;4479;30761;
;10699;573;6724;
Pelirrojo;10701;274;5038;
;10702;2604;18706;
;10703;1702;45794;
Kid;10704;3743;26842;
;10705;238;4798;
Ramon de Medeira;10708;5136;34020;
Asistente de laboratorio;10713;3954;27985;
Porfirio;10714;2791;21902;
Skinhead 2;10715;1656;13375;
Miguel;10716;236;4782;
Gerard;10718;3684;26421;
;10719;1365;1094;
Host;10720;5533;40388;
;10722;4214;54480;
Oficial NASA;10723;1719;13850;
Krank;10726;2874;20506;
Maite;10729;1519;45009;
Mongoloid;10730;2597;18636;
;10733;5010;33412;
;10734;5103;57034;
;10735;3959;53759;
;10738;1419;44564;
África;10739;1433;44632;
Campesina;10739;1428;44707;
Lechera 3;10739;1459;44803;
Sor B;10739;2066;47095;
Prostituta;10739;3081;50666;
;10739;3267;51267;
;10739;4038;54053;
;10740;2870;49596;
;10741;679;7354;
Abogado;10741;875;8484;
;10741;897;8599;
;10741;1090;9522;
Don Alejandro;10741;1163;10048;
Ramos;10741;1337;11003;
Lieutnant;10741;1366;11104;
;10741;1410;11327;
Caballero;10741;1688;13532;
;10741;1697;13593;
;10741;2144;16181;
Bunny;10741;2412;17650;
;10741;2486;18031;
;10741;2508;18219;
Captain;10741;2649;18957;
;10741;2828;20214;
;10741;2988;21602;
;10741;2991;21629;
Lafaylle;10741;3005;21812;
;10741;3017;21943;
;10741;3141;22861;
;10741;3322;24047;
Jorge;10741;3337;24183;
Fernando;10741;3612;26002;
;10741;3722;26709;
;10741;3780;27133;
Cop #1;10741;3903;27862;
;10741;4231;29484;
Campesino;10741;4829;32218;
;10741;4862;32437;
;10741;5169;35245;
Obrero taller;10741;5323;35355;
Cartero;10741;28;37297;
Teacher;10742;1938;46583;
Rosa;10744;788;42495;
Dueña de la Pensión Real;10744;1089;43474;
La Guada;10744;1513;44989;
Carol;10744;1634;45548;
Lin;10744;1799;46149;
Various characters;10744;1865;46385;
Nieves;10744;1924;46754;
Guadalupe;10744;1995;46915;
;10744;2061;47040;
Natalia de Sousa;10744;2719;49008;
Betty;10744;3320;51446;
;10744;3333;51511;
Lina;10744;3596;52538;
;10744;4183;54421;
Ivonne;10744;4226;54518;
Leonor;10744;4328;54831;
Carolina de Vega;10744;4493;55311;
Mujer de la playa;10744;4571;55565;
Piluca;10744;4849;56188;
Lynn;10744;5368;57902;
;10744;5484;58221;
Camarera;10744;5656;58661;
Roger;10747;576;274;
Director Colegio;10748;1531;12451;
;10749;2962;21467;
;10750;5217;57429;
;10751;5562;3983;
Andrea;10752;3019;50301;
Prison Director;10754;2997;21661;
Atracador 2;10756;2265;16789;
;10757;5664;58691;
;10758;1474;11965;
;10758;1552;12538;
Policía municipal;10758;1393;13641;
Del 600 averiado #1;10758;1812;14452;
;10758;1994;15663;
;10758;2104;16062;
Sacerdote;10758;2270;16810;
;10758;2877;20604;
